SampleNumber,value,Unit,Wday,Day,Month,Year,Hour,Date,DateTime
40586,2.98,Gbps,Tue,14,11,2017,5:15:00,14/11/2017,11/14/2017 5:15
40587,2.96,Gbps,Tue,14,11,2017,5:30:00,14/11/2017,11/14/2017 5:30
40588,3.08,Gbps,Tue,14,11,2017,5:45:00,14/11/2017,11/14/2017 5:45
40589,3.12,Gbps,Tue,14,11,2017,6:00:00,14/11/2017,11/14/2017 6:00
40590,3.27,Gbps,Tue,14,11,2017,6:15:00,14/11/2017,11/14/2017 6:15
40591,3.43,Gbps,Tue,14,11,2017,6:30:00,14/11/2017,11/14/2017 6:30
40592,3.69,Gbps,Tue,14,11,2017,6:45:00,14/11/2017,11/14/2017 6:45
40593,4.13,Gbps,Tue,14,11,2017,7:00:00,14/11/2017,11/14/2017 7:00
40594,4.56,Gbps,Tue,14,11,2017,7:15:00,14/11/2017,11/14/2017 7:15
40595,4.93,Gbps,Tue,14,11,2017,7:30:00,14/11/2017,11/14/2017 7:30
40596,5.25,Gbps,Tue,14,11,2017,7:45:00,14/11/2017,11/14/2017 7:45
40597,5.22,Gbps,Tue,14,11,2017,8:00:00,14/11/2017,11/14/2017 8:00
40598,5.54,Gbps,Tue,14,11,2017,8:15:00,14/11/2017,11/14/2017 8:15
40599,5.76,Gbps,Tue,14,11,2017,8:30:00,14/11/2017,11/14/2017 8:30
40600,5.99,Gbps,Tue,14,11,2017,8:45:00,14/11/2017,11/14/2017 8:45
40601,6.14,Gbps,Tue,14,11,2017,9:00:00,14/11/2017,11/14/2017 9:00
40602,6.38,Gbps,Tue,14,11,2017,9:15:00,14/11/2017,11/14/2017 9:15
40603,6.5,Gbps,Tue,14,11,2017,9:30:00,14/11/2017,11/14/2017 9:30
40604,6.76,Gbps,Tue,14,11,2017,9:45:00,14/11/2017,11/14/2017 9:45
40605,7.07,Gbps,Tue,14,11,2017,10:00:00,14/11/2017,11/14/2017 10:00
40606,7.34,Gbps,Tue,14,11,2017,10:15:00,14/11/2017,11/14/2017 10:15
40607,7.45,Gbps,Tue,14,11,2017,10:30:00,14/11/2017,11/14/2017 10:30
40608,7.47,Gbps,Tue,14,11,2017,10:45:00,14/11/2017,11/14/2017 10:45
40609,7.67,Gbps,Tue,14,11,2017,11:00:00,14/11/2017,11/14/2017 11:00
40610,7.89,Gbps,Tue,14,11,2017,11:15:00,14/11/2017,11/14/2017 11:15
40611,7.88,Gbps,Tue,14,11,2017,11:30:00,14/11/2017,11/14/2017 11:30
40612,7.97,Gbps,Tue,14,11,2017,11:45:00,14/11/2017,11/14/2017 11:45
40613,7.83,Gbps,Tue,14,11,2017,12:00:00,14/11/2017,11/14/2017 12:00
40614,8.04,Gbps,Tue,14,11,2017,12:15:00,14/11/2017,11/14/2017 12:15
40615,8.34,Gbps,Tue,14,11,2017,12:30:00,14/11/2017,11/14/2017 12:30
40616,8.64,Gbps,Tue,14,11,2017,12:45:00,14/11/2017,11/14/2017 12:45
40617,8.74,Gbps,Tue,14,11,2017,13:00:00,14/11/2017,11/14/2017 13:00
40618,8.65,Gbps,Tue,14,11,2017,13:15:00,14/11/2017,11/14/2017 13:15
40619,8.79,Gbps,Tue,14,11,2017,13:30:00,14/11/2017,11/14/2017 13:30
40620,8.84,Gbps,Tue,14,11,2017,13:45:00,14/11/2017,11/14/2017 13:45
40621,8.8,Gbps,Tue,14,11,2017,14:00:00,14/11/2017,11/14/2017 14:00
40622,8.95,Gbps,Tue,14,11,2017,14:15:00,14/11/2017,11/14/2017 14:15
40623,8.87,Gbps,Tue,14,11,2017,14:30:00,14/11/2017,11/14/2017 14:30
40624,8.82,Gbps,Tue,14,11,2017,14:45:00,14/11/2017,11/14/2017 14:45
40625,8.59,Gbps,Tue,14,11,2017,15:00:00,14/11/2017,11/14/2017 15:00
40626,8.82,Gbps,Tue,14,11,2017,15:15:00,14/11/2017,11/14/2017 15:15
40627,8.88,Gbps,Tue,14,11,2017,15:30:00,14/11/2017,11/14/2017 15:30
40628,8.82,Gbps,Tue,14,11,2017,15:45:00,14/11/2017,11/14/2017 15:45
40629,8.82,Gbps,Tue,14,11,2017,16:00:00,14/11/2017,11/14/2017 16:00
40630,8.98,Gbps,Tue,14,11,2017,16:15:00,14/11/2017,11/14/2017 16:15
40631,8.95,Gbps,Tue,14,11,2017,16:30:00,14/11/2017,11/14/2017 16:30
40632,9.22,Gbps,Tue,14,11,2017,16:45:00,14/11/2017,11/14/2017 16:45
40633,9.09,Gbps,Tue,14,11,2017,17:00:00,14/11/2017,11/14/2017 17:00
40634,8.86,Gbps,Tue,14,11,2017,17:15:00,14/11/2017,11/14/2017 17:15
40635,8.93,Gbps,Tue,14,11,2017,17:30:00,14/11/2017,11/14/2017 17:30
40636,9.36,Gbps,Tue,14,11,2017,17:45:00,14/11/2017,11/14/2017 17:45
40637,9.33,Gbps,Tue,14,11,2017,18:00:00,14/11/2017,11/14/2017 18:00
40638,9.47,Gbps,Tue,14,11,2017,18:15:00,14/11/2017,11/14/2017 18:15
40639,9.47,Gbps,Tue,14,11,2017,18:30:00,14/11/2017,11/14/2017 18:30
40640,9.57,Gbps,Tue,14,11,2017,18:45:00,14/11/2017,11/14/2017 18:45
40641,9.94,Gbps,Tue,14,11,2017,19:00:00,14/11/2017,11/14/2017 19:00
40642,10,Gbps,Tue,14,11,2017,19:15:00,14/11/2017,11/14/2017 19:15
40643,10.24,Gbps,Tue,14,11,2017,19:30:00,14/11/2017,11/14/2017 19:30
40644,10.34,Gbps,Tue,14,11,2017,19:45:00,14/11/2017,11/14/2017 19:45
40645,10.59,Gbps,Tue,14,11,2017,20:00:00,14/11/2017,11/14/2017 20:00
40646,10.83,Gbps,Tue,14,11,2017,20:15:00,14/11/2017,11/14/2017 20:15
40647,11,Gbps,Tue,14,11,2017,20:30:00,14/11/2017,11/14/2017 20:30
40648,11.05,Gbps,Tue,14,11,2017,20:45:00,14/11/2017,11/14/2017 20:45
40649,10.97,Gbps,Tue,14,11,2017,21:00:00,14/11/2017,11/14/2017 21:00
40650,11.2,Gbps,Tue,14,11,2017,21:15:00,14/11/2017,11/14/2017 21:15
40651,11.21,Gbps,Tue,14,11,2017,21:30:00,14/11/2017,11/14/2017 21:30
40652,11.45,Gbps,Tue,14,11,2017,21:45:00,14/11/2017,11/14/2017 21:45
40653,11.26,Gbps,Tue,14,11,2017,22:00:00,14/11/2017,11/14/2017 22:00
40654,11.67,Gbps,Tue,14,11,2017,22:15:00,14/11/2017,11/14/2017 22:15
40655,11.64,Gbps,Tue,14,11,2017,22:30:00,14/11/2017,11/14/2017 22:30
40656,11.65,Gbps,Tue,14,11,2017,22:45:00,14/11/2017,11/14/2017 22:45
40657,11.66,Gbps,Tue,14,11,2017,23:00:00,14/11/2017,11/14/2017 23:00
40658,11.68,Gbps,Tue,14,11,2017,23:15:00,14/11/2017,11/14/2017 23:15
40659,11.52,Gbps,Tue,14,11,2017,23:30:00,14/11/2017,11/14/2017 23:30
40660,11.44,Gbps,Tue,14,11,2017,23:45:00,14/11/2017,11/14/2017 23:45
40661,10.82,Gbps,Wed,15,11,2017,0:00:00,15/11/2017,11/15/2017 0:00
40662,10.23,Gbps,Wed,15,11,2017,0:15:00,15/11/2017,11/15/2017 0:15
40663,10.41,Gbps,Wed,15,11,2017,0:30:00,15/11/2017,11/15/2017 0:30
40664,10.18,Gbps,Wed,15,11,2017,0:45:00,15/11/2017,11/15/2017 0:45
40665,9.99,Gbps,Wed,15,11,2017,1:00:00,15/11/2017,11/15/2017 1:00
40666,9.51,Gbps,Wed,15,11,2017,1:15:00,15/11/2017,11/15/2017 1:15
40667,9.15,Gbps,Wed,15,11,2017,1:30:00,15/11/2017,11/15/2017 1:30
40668,8.69,Gbps,Wed,15,11,2017,1:45:00,15/11/2017,11/15/2017 1:45
40669,8.29,Gbps,Wed,15,11,2017,2:00:00,15/11/2017,11/15/2017 2:00
40670,7.94,Gbps,Wed,15,11,2017,2:15:00,15/11/2017,11/15/2017 2:15
40671,7.35,Gbps,Wed,15,11,2017,2:30:00,15/11/2017,11/15/2017 2:30
40672,6.86,Gbps,Wed,15,11,2017,2:45:00,15/11/2017,11/15/2017 2:45
40673,6.31,Gbps,Wed,15,11,2017,3:00:00,15/11/2017,11/15/2017 3:00
40674,5.86,Gbps,Wed,15,11,2017,3:15:00,15/11/2017,11/15/2017 3:15
40675,5.53,Gbps,Wed,15,11,2017,3:30:00,15/11/2017,11/15/2017 3:30
40676,5.11,Gbps,Wed,15,11,2017,3:45:00,15/11/2017,11/15/2017 3:45
40677,4.67,Gbps,Wed,15,11,2017,4:00:00,15/11/2017,11/15/2017 4:00
40678,4.28,Gbps,Wed,15,11,2017,4:15:00,15/11/2017,11/15/2017 4:15
40679,4.03,Gbps,Wed,15,11,2017,4:30:00,15/11/2017,11/15/2017 4:30
40680,3.83,Gbps,Wed,15,11,2017,4:45:00,15/11/2017,11/15/2017 4:45
40681,3.21,Gbps,Wed,15,11,2017,5:00:00,15/11/2017,11/15/2017 5:00
40682,3.09,Gbps,Wed,15,11,2017,5:15:00,15/11/2017,11/15/2017 5:15
40683,3.05,Gbps,Wed,15,11,2017,5:30:00,15/11/2017,11/15/2017 5:30
40684,3.09,Gbps,Wed,15,11,2017,5:45:00,15/11/2017,11/15/2017 5:45
40685,3.23,Gbps,Wed,15,11,2017,6:00:00,15/11/2017,11/15/2017 6:00
40686,3.31,Gbps,Wed,15,11,2017,6:15:00,15/11/2017,11/15/2017 6:15
40687,3.47,Gbps,Wed,15,11,2017,6:30:00,15/11/2017,11/15/2017 6:30
40688,3.73,Gbps,Wed,15,11,2017,6:45:00,15/11/2017,11/15/2017 6:45
40689,4.06,Gbps,Wed,15,11,2017,7:00:00,15/11/2017,11/15/2017 7:00
40690,4.47,Gbps,Wed,15,11,2017,7:15:00,15/11/2017,11/15/2017 7:15
40691,4.82,Gbps,Wed,15,11,2017,7:30:00,15/11/2017,11/15/2017 7:30
40692,5.1,Gbps,Wed,15,11,2017,7:45:00,15/11/2017,11/15/2017 7:45
40693,5.3,Gbps,Wed,15,11,2017,8:00:00,15/11/2017,11/15/2017 8:00
40694,5.48,Gbps,Wed,15,11,2017,8:15:00,15/11/2017,11/15/2017 8:15
40695,5.88,Gbps,Wed,15,11,2017,8:30:00,15/11/2017,11/15/2017 8:30
40696,6.03,Gbps,Wed,15,11,2017,8:45:00,15/11/2017,11/15/2017 8:45
40697,6.4,Gbps,Wed,15,11,2017,9:00:00,15/11/2017,11/15/2017 9:00
40698,6.56,Gbps,Wed,15,11,2017,9:15:00,15/11/2017,11/15/2017 9:15
40699,6.81,Gbps,Wed,15,11,2017,9:30:00,15/11/2017,11/15/2017 9:30
40700,6.99,Gbps,Wed,15,11,2017,9:45:00,15/11/2017,11/15/2017 9:45
40701,7.04,Gbps,Wed,15,11,2017,10:00:00,15/11/2017,11/15/2017 10:00
40702,7.38,Gbps,Wed,15,11,2017,10:15:00,15/11/2017,11/15/2017 10:15
40703,7.55,Gbps,Wed,15,11,2017,10:30:00,15/11/2017,11/15/2017 10:30
40704,7.68,Gbps,Wed,15,11,2017,10:45:00,15/11/2017,11/15/2017 10:45
40705,7.95,Gbps,Wed,15,11,2017,11:00:00,15/11/2017,11/15/2017 11:00
40706,8.06,Gbps,Wed,15,11,2017,11:15:00,15/11/2017,11/15/2017 11:15
40707,8.18,Gbps,Wed,15,11,2017,11:30:00,15/11/2017,11/15/2017 11:30
40708,8.15,Gbps,Wed,15,11,2017,11:45:00,15/11/2017,11/15/2017 11:45
40709,8.07,Gbps,Wed,15,11,2017,12:00:00,15/11/2017,11/15/2017 12:00
40710,8.26,Gbps,Wed,15,11,2017,12:15:00,15/11/2017,11/15/2017 12:15
40711,8.46,Gbps,Wed,15,11,2017,12:30:00,15/11/2017,11/15/2017 12:30
40712,8.59,Gbps,Wed,15,11,2017,12:45:00,15/11/2017,11/15/2017 12:45
40713,8.82,Gbps,Wed,15,11,2017,13:00:00,15/11/2017,11/15/2017 13:00
40714,9.34,Gbps,Wed,15,11,2017,13:15:00,15/11/2017,11/15/2017 13:15
40715,9.19,Gbps,Wed,15,11,2017,13:30:00,15/11/2017,11/15/2017 13:30
40716,9.22,Gbps,Wed,15,11,2017,13:45:00,15/11/2017,11/15/2017 13:45
40717,9.34,Gbps,Wed,15,11,2017,14:00:00,15/11/2017,11/15/2017 14:00
40718,9.12,Gbps,Wed,15,11,2017,14:15:00,15/11/2017,11/15/2017 14:15
40719,2.59,Gbps,Wed,15,11,2017,14:30:00,15/11/2017,11/15/2017 14:30
40720,5.16,Gbps,Wed,15,11,2017,14:45:00,15/11/2017,11/15/2017 14:45
40721,8.53,Gbps,Wed,15,11,2017,15:00:00,15/11/2017,11/15/2017 15:00
40722,9.03,Gbps,Wed,15,11,2017,15:15:00,15/11/2017,11/15/2017 15:15
40723,9.27,Gbps,Wed,15,11,2017,15:30:00,15/11/2017,11/15/2017 15:30
40724,9.49,Gbps,Wed,15,11,2017,15:45:00,15/11/2017,11/15/2017 15:45
40725,9,Gbps,Wed,15,11,2017,16:00:00,15/11/2017,11/15/2017 16:00
40726,9.14,Gbps,Wed,15,11,2017,16:15:00,15/11/2017,11/15/2017 16:15
40727,9.26,Gbps,Wed,15,11,2017,16:30:00,15/11/2017,11/15/2017 16:30
40728,9.31,Gbps,Wed,15,11,2017,16:45:00,15/11/2017,11/15/2017 16:45
40729,9.28,Gbps,Wed,15,11,2017,17:00:00,15/11/2017,11/15/2017 17:00
40730,8.97,Gbps,Wed,15,11,2017,17:15:00,15/11/2017,11/15/2017 17:15
40731,9.31,Gbps,Wed,15,11,2017,17:30:00,15/11/2017,11/15/2017 17:30
40732,9.45,Gbps,Wed,15,11,2017,17:45:00,15/11/2017,11/15/2017 17:45
40733,9.8,Gbps,Wed,15,11,2017,18:00:00,15/11/2017,11/15/2017 18:00
40734,9.96,Gbps,Wed,15,11,2017,18:15:00,15/11/2017,11/15/2017 18:15
40735,9.8,Gbps,Wed,15,11,2017,18:30:00,15/11/2017,11/15/2017 18:30
40736,9.88,Gbps,Wed,15,11,2017,18:45:00,15/11/2017,11/15/2017 18:45
40737,10.02,Gbps,Wed,15,11,2017,19:00:00,15/11/2017,11/15/2017 19:00
40738,10.19,Gbps,Wed,15,11,2017,19:15:00,15/11/2017,11/15/2017 19:15
40739,10.23,Gbps,Wed,15,11,2017,19:30:00,15/11/2017,11/15/2017 19:30
40740,10.42,Gbps,Wed,15,11,2017,19:45:00,15/11/2017,11/15/2017 19:45
40741,10.71,Gbps,Wed,15,11,2017,20:00:00,15/11/2017,11/15/2017 20:00
40742,10.84,Gbps,Wed,15,11,2017,20:15:00,15/11/2017,11/15/2017 20:15
40743,10.97,Gbps,Wed,15,11,2017,20:30:00,15/11/2017,11/15/2017 20:30
40744,11.03,Gbps,Wed,15,11,2017,20:45:00,15/11/2017,11/15/2017 20:45
40745,11.16,Gbps,Wed,15,11,2017,21:00:00,15/11/2017,11/15/2017 21:00
40746,11.35,Gbps,Wed,15,11,2017,21:15:00,15/11/2017,11/15/2017 21:15
40747,11.33,Gbps,Wed,15,11,2017,21:30:00,15/11/2017,11/15/2017 21:30
40748,12.01,Gbps,Wed,15,11,2017,21:45:00,15/11/2017,11/15/2017 21:45
40749,11.82,Gbps,Wed,15,11,2017,22:00:00,15/11/2017,11/15/2017 22:00
40750,11.79,Gbps,Wed,15,11,2017,22:15:00,15/11/2017,11/15/2017 22:15
40751,11.7,Gbps,Wed,15,11,2017,22:30:00,15/11/2017,11/15/2017 22:30
40752,11.85,Gbps,Wed,15,11,2017,22:45:00,15/11/2017,11/15/2017 22:45
40753,11.75,Gbps,Wed,15,11,2017,23:00:00,15/11/2017,11/15/2017 23:00
40754,11.79,Gbps,Wed,15,11,2017,23:15:00,15/11/2017,11/15/2017 23:15
40755,11.75,Gbps,Wed,15,11,2017,23:30:00,15/11/2017,11/15/2017 23:30
40756,11.55,Gbps,Wed,15,11,2017,23:45:00,15/11/2017,11/15/2017 23:45
40757,11.13,Gbps,Thu,16,11,2017,0:00:00,16/11/2017,11/16/2017 0:00
40758,10.49,Gbps,Thu,16,11,2017,0:15:00,16/11/2017,11/16/2017 0:15
40759,10.55,Gbps,Thu,16,11,2017,0:30:00,16/11/2017,11/16/2017 0:30
40760,10.31,Gbps,Thu,16,11,2017,0:45:00,16/11/2017,11/16/2017 0:45
40761,9.98,Gbps,Thu,16,11,2017,1:00:00,16/11/2017,11/16/2017 1:00
40762,9.63,Gbps,Thu,16,11,2017,1:15:00,16/11/2017,11/16/2017 1:15
40763,9.3,Gbps,Thu,16,11,2017,1:30:00,16/11/2017,11/16/2017 1:30
40764,8.87,Gbps,Thu,16,11,2017,1:45:00,16/11/2017,11/16/2017 1:45
40765,8.36,Gbps,Thu,16,11,2017,2:00:00,16/11/2017,11/16/2017 2:00
40766,8.13,Gbps,Thu,16,11,2017,2:15:00,16/11/2017,11/16/2017 2:15
40767,7.52,Gbps,Thu,16,11,2017,2:30:00,16/11/2017,11/16/2017 2:30
40768,7.06,Gbps,Thu,16,11,2017,2:45:00,16/11/2017,11/16/2017 2:45
40769,6.43,Gbps,Thu,16,11,2017,3:00:00,16/11/2017,11/16/2017 3:00
40770,6.12,Gbps,Thu,16,11,2017,3:15:00,16/11/2017,11/16/2017 3:15
40771,5.67,Gbps,Thu,16,11,2017,3:30:00,16/11/2017,11/16/2017 3:30
40772,5.07,Gbps,Thu,16,11,2017,3:45:00,16/11/2017,11/16/2017 3:45
40773,4.74,Gbps,Thu,16,11,2017,4:00:00,16/11/2017,11/16/2017 4:00
40774,4.49,Gbps,Thu,16,11,2017,4:15:00,16/11/2017,11/16/2017 4:15
40775,4.19,Gbps,Thu,16,11,2017,4:30:00,16/11/2017,11/16/2017 4:30
40776,3.9,Gbps,Thu,16,11,2017,4:45:00,16/11/2017,11/16/2017 4:45
40777,3.44,Gbps,Thu,16,11,2017,5:00:00,16/11/2017,11/16/2017 5:00
40778,3.27,Gbps,Thu,16,11,2017,5:15:00,16/11/2017,11/16/2017 5:15
40779,3.26,Gbps,Thu,16,11,2017,5:30:00,16/11/2017,11/16/2017 5:30
40780,3.46,Gbps,Thu,16,11,2017,5:45:00,16/11/2017,11/16/2017 5:45
40781,3.63,Gbps,Thu,16,11,2017,6:00:00,16/11/2017,11/16/2017 6:00
40782,3.74,Gbps,Thu,16,11,2017,6:15:00,16/11/2017,11/16/2017 6:15
40783,3.89,Gbps,Thu,16,11,2017,6:30:00,16/11/2017,11/16/2017 6:30
40784,4.14,Gbps,Thu,16,11,2017,6:45:00,16/11/2017,11/16/2017 6:45
40785,4.48,Gbps,Thu,16,11,2017,7:00:00,16/11/2017,11/16/2017 7:00
40786,4.83,Gbps,Thu,16,11,2017,7:15:00,16/11/2017,11/16/2017 7:15
40787,5.18,Gbps,Thu,16,11,2017,7:30:00,16/11/2017,11/16/2017 7:30
40788,5.45,Gbps,Thu,16,11,2017,7:45:00,16/11/2017,11/16/2017 7:45
40789,5.62,Gbps,Thu,16,11,2017,8:00:00,16/11/2017,11/16/2017 8:00
40790,5.84,Gbps,Thu,16,11,2017,8:15:00,16/11/2017,11/16/2017 8:15
40791,6.16,Gbps,Thu,16,11,2017,8:30:00,16/11/2017,11/16/2017 8:30
40792,6.35,Gbps,Thu,16,11,2017,8:45:00,16/11/2017,11/16/2017 8:45
40793,6.51,Gbps,Thu,16,11,2017,9:00:00,16/11/2017,11/16/2017 9:00
40794,6.88,Gbps,Thu,16,11,2017,9:15:00,16/11/2017,11/16/2017 9:15
40795,7.23,Gbps,Thu,16,11,2017,9:30:00,16/11/2017,11/16/2017 9:30
40796,7.42,Gbps,Thu,16,11,2017,9:45:00,16/11/2017,11/16/2017 9:45
40797,7.55,Gbps,Thu,16,11,2017,10:00:00,16/11/2017,11/16/2017 10:00
40798,7.72,Gbps,Thu,16,11,2017,10:15:00,16/11/2017,11/16/2017 10:15
40799,7.97,Gbps,Thu,16,11,2017,10:30:00,16/11/2017,11/16/2017 10:30
40800,8.17,Gbps,Thu,16,11,2017,10:45:00,16/11/2017,11/16/2017 10:45
40801,8.3,Gbps,Thu,16,11,2017,11:00:00,16/11/2017,11/16/2017 11:00
40802,8.41,Gbps,Thu,16,11,2017,11:15:00,16/11/2017,11/16/2017 11:15
40803,8.64,Gbps,Thu,16,11,2017,11:30:00,16/11/2017,11/16/2017 11:30
40804,8.6,Gbps,Thu,16,11,2017,11:45:00,16/11/2017,11/16/2017 11:45
40805,8.51,Gbps,Thu,16,11,2017,12:00:00,16/11/2017,11/16/2017 12:00
40806,8.65,Gbps,Thu,16,11,2017,12:15:00,16/11/2017,11/16/2017 12:15
40807,8.88,Gbps,Thu,16,11,2017,12:30:00,16/11/2017,11/16/2017 12:30
40808,9.07,Gbps,Thu,16,11,2017,12:45:00,16/11/2017,11/16/2017 12:45
40809,9.12,Gbps,Thu,16,11,2017,13:00:00,16/11/2017,11/16/2017 13:00
40810,9.38,Gbps,Thu,16,11,2017,13:15:00,16/11/2017,11/16/2017 13:15
40811,9.39,Gbps,Thu,16,11,2017,13:30:00,16/11/2017,11/16/2017 13:30
40812,9.2,Gbps,Thu,16,11,2017,13:45:00,16/11/2017,11/16/2017 13:45
40813,9.53,Gbps,Thu,16,11,2017,14:00:00,16/11/2017,11/16/2017 14:00
40814,9.53,Gbps,Thu,16,11,2017,14:15:00,16/11/2017,11/16/2017 14:15
40815,9.55,Gbps,Thu,16,11,2017,14:30:00,16/11/2017,11/16/2017 14:30
40816,9.3,Gbps,Thu,16,11,2017,14:45:00,16/11/2017,11/16/2017 14:45
40817,8.97,Gbps,Thu,16,11,2017,15:00:00,16/11/2017,11/16/2017 15:00
40818,9.2,Gbps,Thu,16,11,2017,15:15:00,16/11/2017,11/16/2017 15:15
40819,9.35,Gbps,Thu,16,11,2017,15:30:00,16/11/2017,11/16/2017 15:30
40820,9.54,Gbps,Thu,16,11,2017,15:45:00,16/11/2017,11/16/2017 15:45
40821,9.49,Gbps,Thu,16,11,2017,16:00:00,16/11/2017,11/16/2017 16:00
40822,9.56,Gbps,Thu,16,11,2017,16:15:00,16/11/2017,11/16/2017 16:15
40823,9.51,Gbps,Thu,16,11,2017,16:30:00,16/11/2017,11/16/2017 16:30
40824,9.33,Gbps,Thu,16,11,2017,16:45:00,16/11/2017,11/16/2017 16:45
40825,9.07,Gbps,Thu,16,11,2017,17:00:00,16/11/2017,11/16/2017 17:00
40826,9.4,Gbps,Thu,16,11,2017,17:15:00,16/11/2017,11/16/2017 17:15
40827,9.35,Gbps,Thu,16,11,2017,17:30:00,16/11/2017,11/16/2017 17:30
40828,9.64,Gbps,Thu,16,11,2017,17:45:00,16/11/2017,11/16/2017 17:45
40829,9.98,Gbps,Thu,16,11,2017,18:00:00,16/11/2017,11/16/2017 18:00
40830,9.86,Gbps,Thu,16,11,2017,18:15:00,16/11/2017,11/16/2017 18:15
40831,10.12,Gbps,Thu,16,11,2017,18:30:00,16/11/2017,11/16/2017 18:30
40832,9.8,Gbps,Thu,16,11,2017,18:45:00,16/11/2017,11/16/2017 18:45
40833,9.99,Gbps,Thu,16,11,2017,19:00:00,16/11/2017,11/16/2017 19:00
40834,10.18,Gbps,Thu,16,11,2017,19:15:00,16/11/2017,11/16/2017 19:15
40835,10.41,Gbps,Thu,16,11,2017,19:30:00,16/11/2017,11/16/2017 19:30
40836,10.58,Gbps,Thu,16,11,2017,19:45:00,16/11/2017,11/16/2017 19:45
40837,10.61,Gbps,Thu,16,11,2017,20:00:00,16/11/2017,11/16/2017 20:00
40838,10.47,Gbps,Thu,16,11,2017,20:15:00,16/11/2017,11/16/2017 20:15
40839,10.69,Gbps,Thu,16,11,2017,20:30:00,16/11/2017,11/16/2017 20:30
40840,10.96,Gbps,Thu,16,11,2017,20:45:00,16/11/2017,11/16/2017 20:45
40841,11.03,Gbps,Thu,16,11,2017,21:00:00,16/11/2017,11/16/2017 21:00
40842,11.34,Gbps,Thu,16,11,2017,21:15:00,16/11/2017,11/16/2017 21:15
40843,11.61,Gbps,Thu,16,11,2017,21:30:00,16/11/2017,11/16/2017 21:30
40844,11.45,Gbps,Thu,16,11,2017,21:45:00,16/11/2017,11/16/2017 21:45
40845,11.65,Gbps,Thu,16,11,2017,22:00:00,16/11/2017,11/16/2017 22:00
40846,11.66,Gbps,Thu,16,11,2017,22:15:00,16/11/2017,11/16/2017 22:15
40847,11.81,Gbps,Thu,16,11,2017,22:30:00,16/11/2017,11/16/2017 22:30
40848,11.71,Gbps,Thu,16,11,2017,22:45:00,16/11/2017,11/16/2017 22:45
40849,12.14,Gbps,Thu,16,11,2017,23:00:00,16/11/2017,11/16/2017 23:00
40850,11.95,Gbps,Thu,16,11,2017,23:15:00,16/11/2017,11/16/2017 23:15
40851,12.14,Gbps,Thu,16,11,2017,23:30:00,16/11/2017,11/16/2017 23:30
40852,12,Gbps,Thu,16,11,2017,23:45:00,16/11/2017,11/16/2017 23:45
40853,11.46,Gbps,Fri,17,11,2017,0:00:00,17/11/2017,11/17/2017 0:00
40854,10.92,Gbps,Fri,17,11,2017,0:15:00,17/11/2017,11/17/2017 0:15
40855,10.89,Gbps,Fri,17,11,2017,0:30:00,17/11/2017,11/17/2017 0:30
40856,10.63,Gbps,Fri,17,11,2017,0:45:00,17/11/2017,11/17/2017 0:45
40857,10.57,Gbps,Fri,17,11,2017,1:00:00,17/11/2017,11/17/2017 1:00
40858,10.18,Gbps,Fri,17,11,2017,1:15:00,17/11/2017,11/17/2017 1:15
40859,9.83,Gbps,Fri,17,11,2017,1:30:00,17/11/2017,11/17/2017 1:30
40860,9.31,Gbps,Fri,17,11,2017,1:45:00,17/11/2017,11/17/2017 1:45
40861,9.08,Gbps,Fri,17,11,2017,2:00:00,17/11/2017,11/17/2017 2:00
40862,8.6,Gbps,Fri,17,11,2017,2:15:00,17/11/2017,11/17/2017 2:15
40863,7.99,Gbps,Fri,17,11,2017,2:30:00,17/11/2017,11/17/2017 2:30
40864,7.56,Gbps,Fri,17,11,2017,2:45:00,17/11/2017,11/17/2017 2:45
40865,7.23,Gbps,Fri,17,11,2017,3:00:00,17/11/2017,11/17/2017 3:00
40866,6.53,Gbps,Fri,17,11,2017,3:15:00,17/11/2017,11/17/2017 3:15
40867,6.31,Gbps,Fri,17,11,2017,3:30:00,17/11/2017,11/17/2017 3:30
40868,5.67,Gbps,Fri,17,11,2017,3:45:00,17/11/2017,11/17/2017 3:45
40869,5.34,Gbps,Fri,17,11,2017,4:00:00,17/11/2017,11/17/2017 4:00
40870,4.9,Gbps,Fri,17,11,2017,4:15:00,17/11/2017,11/17/2017 4:15
40871,4.54,Gbps,Fri,17,11,2017,4:30:00,17/11/2017,11/17/2017 4:30
40872,4.31,Gbps,Fri,17,11,2017,4:45:00,17/11/2017,11/17/2017 4:45
40873,3.8,Gbps,Fri,17,11,2017,5:00:00,17/11/2017,11/17/2017 5:00
40874,3.39,Gbps,Fri,17,11,2017,5:15:00,17/11/2017,11/17/2017 5:15
40875,3.35,Gbps,Fri,17,11,2017,5:30:00,17/11/2017,11/17/2017 5:30
40876,3.34,Gbps,Fri,17,11,2017,5:45:00,17/11/2017,11/17/2017 5:45
40877,3.33,Gbps,Fri,17,11,2017,6:00:00,17/11/2017,11/17/2017 6:00
40878,3.28,Gbps,Fri,17,11,2017,6:15:00,17/11/2017,11/17/2017 6:15
40879,3.25,Gbps,Fri,17,11,2017,6:30:00,17/11/2017,11/17/2017 6:30
40880,3.2,Gbps,Fri,17,11,2017,6:45:00,17/11/2017,11/17/2017 6:45
40881,3.3,Gbps,Fri,17,11,2017,7:00:00,17/11/2017,11/17/2017 7:00
40882,3.42,Gbps,Fri,17,11,2017,7:15:00,17/11/2017,11/17/2017 7:15
